products_model,categories_name,products_name,slug,image,products_description,,
L-17,II (Better Incense),Regal Jasmine,Regal-Jasmine,L017-RegalJasmine.jpg,<p>A quality jasmine incense more lingering than L-006 Jasmine and more delicate.</p>,,
A-212,R,Restoration of the Holy Icons,Restoration-of-the-Holy-Icons,A-212-Icon-Restoration.png,"<p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Feasts-and-Saints-of-the-Day/Triodion/orthodoxy-sunday.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-171,Great Feast,Resurrection,A-171-Resurrection,A-171-Icon-Resurrection.png,"The <i>Resurrection</i> icon belongs to the Great Feast set. Each of the icons in the Great Feast set when purchased individually are sold for the standard price of an 11 x 14 enlargement.  The entire set of Great Feast icons when purchased as a set comes with a discount.  <a href=""http://www.bostonmonks.com/product_info.php/products_id/898"">See here</a> for 11 x 14 <a href=""http://www.bostonmonks.com/product_info.php/products_id/145"">see here</a> for 8 x 10.
<p>The 8 x 10 mounted icons are the standard size. All enlargements besides
the 11 x 14 size and reductions listed in the drop-down list are
special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Feasts-and-Saints-of-the-Day/Triodion/holy-saturday.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-220,Christ,Resurrection,A-220-Resurrection,A-220_Icon_Resurrection_(Russian).png,"<p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Feasts-and-Saints-of-the-Day/Pentecostarion/Sunday-of-Pascha.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-415,Christ,Resurrection,A-415-Resurrection,Resurrection.jpg,"<p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Feasts-and-Saints-of-the-Day/Pentecostarion/Sunday-of-Pascha.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-442,Christ,Resurrection,A-442-Resurrection,A442_Resurrection.png,"<p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Feasts-and-Saints-of-the-Day/Pentecostarion/Sunday-of-Pascha.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-7,Christ,Resurrection,A-7-Resurrection,A-7_Icon_Resurrection.png,"<p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Feasts-and-Saints-of-the-Day/Pentecostarion/Sunday-of-Pascha.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
D-10,Christ,Resurrection lithographed print,Resurrection-lithographed-print,A-7_Icon_Resurrection.png, ,,
A-412,R,Richard of Wessex,Richard-of-Wessex,Richard_of_Wessex.jpg,<b>Saint Richard of Wessex</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>,,
A-285,R,Righteous Fathers (Choir of Monastic Saints),Righteous-Fathers,A-285-Icon-All-Righteous.png,"<b>Choir of Monastic Saints</b><br />
<i>Saturday of Righteous Fathers</i><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Feasts-and-Saints-of-the-Day/Triodion/cheese-fare-saturday.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-113,R,"Righteous Women, Eight",Righteous-Women-Eight,A-113_Icon_Eight_Righteous_Women.png,"<b>Eight Righteous Women</b><br />
<ol>
<li>Saint Photini</li>
<li>Saint Melania the Roman</li>
<li>Saint Eudocia of Samaria</li>
<li>Saint Pelagia</li>
<li>Saint Macrina</li>
<li>Saint Mary of Egypt</li>
<li>Saint Mary Magdalene</li>
<li>Saint Mary of Mesopotamia</li>
</ol><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>",,
A-346,Christ,Road to Emmaus,Road-to-Emmaus,A-346_Icon_Christ_Emmaus.png,<p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>,,
A-114,R,Romanus the Melodist,Romanus-the-Melodist,A-114_St_Romanus.png,"<b>Saint Romanus the Melodist</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/October/Oct-1/st-romanus.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
L-9,I (Good Incense),Rose,Rose,L009-Rose.jpg,<p>The rose is yet the standard for all floral fragrances. This is a full rose fragrance that lingers. Rose incense is second in popularity only to Bethlehem.</p>,,
L-24,III (Best Incense),Rose Geranium,Rose-Geranium,L024-RoseGeranium.jpg,Made from pure essence of rose geranium this incense combines the fragrance of roses with the pungent spicy smell of geraniums.,,
J-32,Fragrant Oils,Rose Geranium Oil,Rose-Geranium-Oil,j032.jpg,,,
L-10,I (Good Incense),Rose Petal,Rose-Petal,L010-RosePetal.jpg,A sweet rose fragrance a favorite of those who prefer a lighter incense.,,
M-227,Baptismal Crosses,Rostov Cross,Rostov-Cross,m227.jpg,<b>1-<sup>1</sup>&#8260,<sub>8</sub> x 1-<sup>1</sup>&#8260,<sub>2</sub> inches </b>
M-475,Chains,"Round Chain, 20 inches",Round-Chain-20-inches,round.jpg,,,
M-477,Chains,"Round Chain, 24 inches",Round-Chain-24-inches,round.jpg,,,
M-217,ChAins for PectorAl Crosses,Round Chain for Pectoral Cross,Round-Chain-for-Pectoral-Cross,pectoral-round.jpg,"<b>Round Chain for Pectoral Cross</b><br/>
This chain requires special tools to attach to a pectoral cross.  If you buy it together with one of our pectoral crosses we'll put the chain on the cross for you.",,
L-18,II (Better Incense),Royal Carnation,Royal-Carnation,L018-RoyalCarnation.jpg,<p>A more refined carnation fragrance. Carnations have a perfume that is both sweet and spicy.</p>,,
A-293,R,Royal Family,Royal-Family,Royal_Family.jpg,"<b>Royal Family</b> <br />
<i>A portrait of the Royal Martyrs of Russia</i><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/July/Jul-4/royal-martyrs-of-russia.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
L-33,III (Best Incense),Royal Gardenia,Royal-Gardenia,L033-RoyalGardenia.jpg,<p>The distinctive and sweet fragrance of fragile gardenia blossoms. This incense is more refined and lingering than L-004 Gardenia.</p>,,
A-319,R,Royal Martyrs of Russia,Royal-Martyrs-of-Russia,A-319-Icon-Royal-Martyrs-Russia.png,"<p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/July/Jul-4/royal-martyrs-of-russia.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
L-36,III (Best Incense),Royal Violet,Royal-Violet,L036-RoyalViolet.jpg,The subtle fragrance of violet blossoms. This is one of our nicest incenses.,,
J-33,Fragrant Oils,Royal Violet Oil,Royal-Violet-Oil,j033.jpg,,,
J-47,Vigil Lamps,Ruby Red Glass�12 oz,Ruby-Red-Glass-12-oz,j047.jpg,Wick and Wick Float available separately.,,
J-4,Vigil Lamps,Ruby Red Glass�6 oz,Ruby-Red-Glass-6-oz,j004.jpg,Wick and Wick Float available separately.,,
J-3,Vigil Lamps,Ruby Red Glass�9 oz,Ruby-Red-Glass-9-oz,j003.jpg,Wick and Wick Float available separately.,,
J-65,Vigil Lamps,Ruby Red Thistle Glass�8 oz,Ruby-Red-Thistle-Glass-8-oz,j065.jpg,,,
M-40,Pectoral Crosses (for Priests),Russian Cross,Russian-Cross,m040.jpg,"<b>Russian Cross</b><br />
1-<sup>7</sup>&frasl;<sub>8</sub> x 3-<sup>1</sup>&frasl;<sub>8</sub> inches",,
M-647,Baptismal Crosses,Russian Reliquary Cross,Russian-Reliquary-Cross,m647-Russian_Reliquary_Cross.jpg,"<b>Russian Reliquary Cross</b><br />
<sup>5</sup>&#8260;<sub>8</sub> x <sup>7</sup>&#8260;<sub>8</sub> inches <br />
Only available in sterling silver.

<SCRIPT LANGUAGE=""JavaScript"" type=""text/javascript"">

  <!--

    function ShowPopup(pagenameoptions)

    {

    Window = window.open(pagenameoptions);

    }



// -->

</SCRIPT>





<TABLE BORDER=0 CELLSPACING=6 CELLPADDING=6>

<TR>



<TD align=""center""> 

<a href=""javascript:;"" onClick=""ShowPopup('images/m647-Russian_Reliquary_Cross_(back).jpg''popup');"">

<img src=""images/m647-Russian_Reliquary_Cross_(back).jpg"" width=""84"" height=""100"" border=""1""></a>

</TD>





<TD align=""center"">

<a href=""javascript:;"" onClick=""ShowPopup('images/m647-Russian_Reliquary_Cross_(open).jpg''popup');"">

<img src=""images/m647-Russian_Reliquary_Cross_(open).jpg"" width=""99"" height=""100"" border=""1""></a>

</TD>

</TR>

<TR>
<TD align=""center""><font face=""Georgia"" size=""1"">Back<font></TD>

<TD align=""center""><font face=""Georgia"" size=""1"">Open</font></TD>

</TR>

<TR>
<TD colspan=""2""> 

<p align=""center""><font face=""Verdana"" size=""1"">Click on thumbnail pictures above for larger images</font>

</TD>



</TR> 

</TABLE>",,
A-152,R,Ruth,Ruth,A-152_Icon_Foremother_Ruth.png,<b>Saint Ruth</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>,,
A-181,S,Sabbas the Sanctified,Sabbas-the-Sanctified,A-181_St_Sabbas.png,"<b>Saint Sabbas the Sanctified</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/December/Dec-5/St-Sabbas.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-445,S,Samuel,Samuel,A445_Prophet_Samuel.png,"<b>Holy Prophet Samuel</b>
<p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>",,
A-348,S,Sarah,Sarah,A-348_Icon_St_Sarah.png,<b>Saint Sarah</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>,,
A-116,S,Sava & Symeon of Serbia,Sava-and-Symeon-of-Serbia,A-116-Icon-SS-Sava-Symeon.png,"<b>Saints Sava and Symeon of Serbia</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/January/Jan-14/st-sabbas-of-serbia.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-226,Mother of God,Searcher for the Lost (Greek and English),Searcher-for-the-Lost-Greek-and-English,A-226_Icon_Theotokos_Searcher_for_Lost_(Greek_and_English).png,<p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>,,
A-324,Mother of God,Searcher for the Lost (Slavonic),Searcher-for-the-Lost-Slavonic,A-324_Icon_Theotokos_Searcher_for_the_lost.png,<p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>,,
B-17,Monastery,Selected Byzantine Hymns,Selected-Byzantine-Hymns,b017.jpg,"<b>Selected Byzantine Hymns Paper bound</b><br />
<em>Translated from the Greek and transcribed into Western music notation by the Holy Transfiguration Monastery. 1986.<br />
Plastic comb binding. 136 pages.</em>
<p />
This book contains a wide selection of hymns most of them
for use during Great Lent Holy Week and Pascha. These are
the most beautiful hymns of the year but can be difficult to
chant. This edition makes it possible to chant them in
English using the traditional Greek melodies.  <!--In addition the Holy Transfiguration Monastery choir has recorded all of the hymns included in this book. These are
available separately and you can find them <a href=""http://www.bostonmonks.com/product_info.php/products_id/896""><u>here</a></u>.-->",,
A-429,Menaion,September,September,A429_September_Menaion_Icon.png,"<p>The <i>September</i> icon belongs to the Menaion set. Each of the icons in the Menaion set when purchased individually are sold for the standard price of an 11 x 14 enlargement. The entire set of Great Feast icons when purchased as a set comes with a discount. See <a href=""https://www.bostonmonks.com/product_info.php/cPath/27_33/products_id/354"">here</a> for the full set.</p>
<p>The 8 x 10 mounted icons are the standard size. All enlargements besides
the 11 x 14 size and reductions listed in the drop-down list are
special orders and require up to four weeks to complete.</p>",,
A-256,S,Seraphim blessing,Seraphim-blessing,A-256-Icon-St-Seraphim-Sarov.png,"<b>Saint Seraphim of Sarov blessing</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/January/Jan-2/St-Seraphim-of-Sarov.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
M-232,Medals,Seraphim Medal,Seraphim-Medal,m232.jpg,"<b>Saint Seraphim of Sarov Medal</b><br />
<b><sup>1</sup>&#8260;<sub>8</sub> x <sup>1</sup>&#8260;<sub>8</sub> inches</b>",,
A-117,S,Seraphim of Sarov,Seraphim-of-Sarov,A-117_Icon_St_Seraphim.png,"<b>Saint Seraphim of Sarov</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p><p>See <a href=""http://tyoos.org/Lives-of-Saints/January/Jan-2/St-Seraphim-of-Sarov.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-188,S,Seraphim of Sarov�full stature,Seraphim-of-Sarov-full-stature,A-188_Icon_St_Seraphim_of_Sarov_full_stature.png,"<b>Saint Seraphim of Sarov&mdash;full stature</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/January/Jan-2/St-Seraphim-of-Sarov.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
D-71,S,Seraphim of Sarov lithographed print (wallet size),Seraphim-of-Sarov-wallet-size,Seraphim_of_Sarov_with_riza.jpg,"<b>Saint Seraphim of Sarov lithographed print </b><br />
2-<sup>1</sup>&#8260;<sub>2</sub> x 2-<sup>7</sup>&#8260;<sub>8</sub> inches<br />
<p>See <a href=""http://tyoos.org/Lives-of-Saints/January/Jan-2/St-Seraphim-of-Sarov.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-331,S,"Seraphim of Sarov, Synaxis of the Righteous Nuns of Diveyevo",Seraphim-of-Sarov-with-nuns,A-331_Icon_St_Seraphim_with_Nuns.png,"<b>Saint Seraphim and the Synaxis of the Righteous Nuns of Diveyevo</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/January/Jan-2/St-Seraphim-of-Sarov.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-255,S,Seraphim of Sarov with bear,Seraphim-of-Sarov-with-bear,A-255_Icon_St_Seraphim_with_Bear.png,"<b>Saint Seraphim of Sarov with bear</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/January/Jan-2/St-Seraphim-of-Sarov.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-118,S,Seraphim of Sarov with English Scroll,Seraphim-of-Sarov-with-English-Scroll,A-118_Icon_St_Seraphim_(English_Scroll).png,"<b>Saint Seraphim of Sarov with English scroll</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/January/Jan-2/St-Seraphim-of-Sarov.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-279,S,Seraphim of Sarov with Life,Seraphim-of-Sarov-with-Life,A-279-Icon-St-Seraphim-with-Life.png,"<b>Saint Seraphim of Sarov with life</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/January/Jan-2/St-Seraphim-of-Sarov.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-219,S,Seraphim of Sarov with riza,Seraphim-of-Sarov-with-riza,Seraphim_of_Sarov_with_riza.jpg,"<b>Saint Seraphim of Sarov with riza</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/January/Jan-2/St-Seraphim-of-Sarov.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-243,S,Sergius & Herman of Valaam,Sergius-and-Herman-of-Valaam,A-243-Icon-SS-Sergius-Herman.png,"<b>Saints Sergius and Herman of Valaam</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/June/Jun-28/ss-sergius-and-herman-valaam.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
M-244,Baptismal Crosses,Sergius Cross,Sergius-Cross,m244.jpg,"<b>Saint Sergius Cross</b><br />
<b><sup>5</sup>&#8260;<sub>8</sub> x 1 inch</b>
<p />
<!-- 
Happi Multi Pix.
// -->
<SCRIPT LANGUAGE=""JavaScript"" type=""text/javascript"">
  <!--
    function ShowPopup(pagenameoptions)
    {
    Window = window.open(pagenameoptions);
    }
// -->
</SCRIPT>

<TABLE WIDTH=""100%"" BORDER=0 CELLSPACING=6 CELLPADDING=6>
<tr height=""50px"">
</tr>
  <TR>

  <TD width=""100%"">
  </TD>


  <TD width=""100%"" align=""center"">
  <a href=""javascript:;"" onClick=""ShowPopup('images/m244-back.jpg''popup''resizable=yeswidth=178height=300');"">
  <img src=""images/m244-back.jpg"" width=""51"" height=""80"" border=""0""></a>
  </TD>
  </TR>
  <TR>
  <TD width=""85%"">
  </TD>
  <TD align=""center""> 
  <p align=""center""><font face=""Georgia"" size=""1"">Back shows<br /> St Sergius of Radonezh</font>
  </TD>
  </TR> 

</TABLE>",,
A-232,S,Sergius of Radonezh,Sergius-of-Radonezh,A-232_St_Sergius_Radonezh.png,"<b>Saint Sergius of Radonezh</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/September/Sept-25/st-sergius.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
B-24,Monastery,Service of Preparation for Holy Communion,communion-prayers,b024.jpg,"<b>The Service of Preparation for Holy Communion</b><br />
<em>Translated by the Holy Transfiguration Monastery.<br />
Second edition 2006. Sewn paperback. 128 pages.</em>
<p>
<ul>
<li> <em>The Service of Small Compline</em> with <em>The Canon of Preparation for Holy Communion</em>
<li> Prayers before Holy Communion
<li> Thanksgiving prayers after Holy Communion
<li><em> The Akathist Hymn to Our Sweetest Lord Jesus Christ</em>
<li><em> The Akathist Hymn to the Most Holy Theotokos</em>
<li> Pocket size (3-3/8 inches x 4-3/4 inches) for ease of use
</ul>


<SCRIPT LANGUAGE=""JavaScript"" type=""text/javascript"">

  <!--

    function ShowPopup(pagenameoptions)

    {

    Window = window.open(pagenameoptions);

    }



// -->

</SCRIPT>

<TABLE BORDER=0 CELLSPACING=6 CELLPADDING=6>


<TR>


<TD> 

<a href=""javascript:;"" onClick=""ShowPopup('/images/b024.jpg''popup''resizable=yeswidth=800height=600');"">

<img src=""/images/b024.jpg"" width=""52"" height=""80"" border=""1""></a>

</TD>



<TD>

<a href=""javascript:;"" onClick=""ShowPopup('/images/b024inside-left.jpg''popup''resizable=yeswidth=800height=600');"">

<img src=""/images/b024inside-left.jpg"" width=""52"" height=""80"" border=""1""></a>

</TD>



<TD>

<a href=""javascript:;"" onClick=""ShowPopup('/images/b024inside-right.jpg''popup''resizable=yeswidth=800height=600');"">

<img src=""/images/b024inside-right.jpg"" width=""52"" height=""80"" border=""1""></a>

</TD>



<TD>

<a href=""javascript:;"" onClick=""ShowPopup('/images/b024back.jpg''popup''resizable=yeswidth=800height=600');"">

<img src=""/images/b024back.jpg"" width=""52"" height=""80"" border=""1""></a>

</TD>



</TR>



<TR>


<td align=""center""><font face=""Verdana"" size=""1"">Front Cover</font></TD>
<td align=""center""><font face=""Verdana"" size=""1"">Page 102</font></TD>
<td align=""center""><font face=""Verdana"" size=""1"">Page 103</font></TD>
<td align=""center""><font face=""Verdana"" size=""1"">Back Cover</font></TD>

</TR>

<TR>
<TD colspan=""4"">

<p align=""center""><font face=""Verdana"" size=""2"">Click on images for larger version</font>

</TD>



</TR> 

</TABLE>",,
A-289,S,Seven Ecumenical Councils,Seven-Ecumenical-Councils,A-289-Icon-Seven-Councils.png,"<p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/July/July-13-to-19.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-119,S,Seven Youths of Ephesus,Seven-Youths-of-Ephesus,A-119_Seven_Youths_of_Ephesus.png,"<b>Holy Seven Youths of Ephesus</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/October/Oct-22/seven-youths-ephesus.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-115,S,"Shamuna, Guria, & Habib",Shamuna-Guria-and-Habib,A-115-Icon-SS-Shamuna-Guria-Habib.png,"<b>Saints Shamuna Guria and Habib</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/November/Nov-15/SS-Shamuna-Guria-Habib.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-333,Mother of God,Sign,Sign,A-333_Icon_Theotokos_of_the_Sign.png,<b>Mother of God of the Sign</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>,,
A-19,Mother of God,Sinai,Sinai-Theotokos,A-19_Icon_Theotokos_of_Sinai.png,<b>Mother of God of Sinai</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>,,
L-37,IV (Rare Incense),Sinai,Sinai,L037-Sinai.jpg,<p>A rich and heady fragrance developed by the monastery compounded of essential oils imported from the deserts of northern Africa and named for the God-trodden Mount of Sinai. Pure and lingering it is well-suited for important feast days.</p>,,
A-300,Christ,Sinai Christ,Sinai-Christ,A-300_Icon_Sinai_Christ.png,<b>Christ of Sinai</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>,,
R-26,Christ,Sinai Large,Sinai-Large,A-300_Icon_Sinai_Christ.png,"<b>Christ of Sinai mounted on wood-Large</b><br />
13-¼ x 25 inches<br />
<i>not available unmounted</i>",,
R-28,Christ,Sinai Medium,Sinai-Medium,A-300_Icon_Sinai_Christ.png,"<b>Christ of Sinai mounted on wood &mdash; Medium</b><br />
8 x 14 inches <br />
<i>not available unmounted</i>",,
A-120,S,Sisoes the Great,Sisoes-the-Great,A-120-Icon-St-Sisoes.png,"<b> Saint Sisoes the Great</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/July/Jul-6/St-Sisoes-the-Great.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
M-207,Baptismal Crosses,Smolensk Cross,Smolensk-Cross,m207.jpg,<b>&frac34, x 1-&frac14, inches</b>
L-41,Natural Frankincense,Somalia Frankincense,Somalia-Frankincense,L041-Somalia.jpg,Frankincense from Somalia the easternmost part of the Horn of Africa is more difficult to obtain than frankincense from Ethiopia. It is distinguished by its very rich pine and lemon fragrance.,,
A-20,Mother of God,Soothe My Sorrows,Soothe-My-Sorrows,A-20_Icon_Theotokos_Soothe_My_Sorrows.png,<p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>,,
A-139,S,"Sophia, Faith, Hope & Love",Sophia-Faith-Hope-and-Love,A-139_SS_Sophia_Faith_Hope_Love.png,"<b>Saints Sophia Faith Hope and Love</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/September/Sept-17/ss-sophia-faith-hope-love.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
D-79,S,"Sophia, Faith, Hope & Love lithograph print",Sophia-Faith-Hope-and-Love-wallet-size,A139.jpg,"<b>Saints Sophia Faith Hope and Love lithograph print</b><br />
2-&frac34; x 4 inches<br />
<p>See <a href=""http://tyoos.org/Lives-of-Saints/September/Sept-17/ss-sophia-faith-hope-love.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-237,S,Sozon,Sozon,A-237_St_Sozon.png,"<b>Saint Sozon</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/September/Sept-7/st-sozon.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
L-30,III (Best Incense),Spikenard,Spikenard,L030-Spikenard.jpg,<p>The Biblical fragrance rich and pungent used to anoint the feet of our Saviour.</p>,,
J-63,Fragrant Oils,Spikenard Oil,Spikenard-Oil,j063-Spikenard-Oil.jpg,<p>All natural this is a very special and ancient fragrance used by the women who anointed the feet of the Saviour Christ.</p>,,
J-18,Liturgical Items,Sponge for the Antimension,Sponge-for-the-Antimension,j018.jpg,"Flattened natural sponge harvested from the Aegean Sea. Used by the Priest in the Divine Liturgy.
<p style=""color:red;font-size:14pt;"">Out of stock.</p>",,
L-11,I (Good Incense),Spruce Island,Spruce-Island,L011-SpruceIsland.jpg,An evergreen fragrance named in honor of Saint Herman of Alaska's beloved island. The essence used is new and improved and produces an ample fragrance of pine.,,
A-121,S,Spyridon,A-121-Spyridon,A-121_Icon_St_Spyridon_Antique.png,"<b>Saint Spyridon</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/December/Dec-12/St-Spyridon.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
A-384,S,Spyridon,Spyridon,A-384-Icon-St-Spyridon.png,"<b>Saint Spyridon</b><p>The 8 x 10 mounted icons are the standard size. All enlargements and reductions listed in the drop-down list are special orders and require up to four weeks to complete.</p>
<p>See <a href=""http://tyoos.org/Lives-of-Saints/December/Dec-12/St-Spyridon.html"" target=""_blank"">www.tyoos.org</a> about this icon.</p>",,
